"question_id","selected_option","correct","category"
4491,"option 1",true,"Research publications"
4492,"option 1",true,"Research publications"
4493,"option 5",true,"Standards overview"
4494,"option 4",true,"Research publications"
4495,"option 2",true,"Research publications"
4496,"option 3",true,"Research publications"
4497,"option 4",true,"Research publications"
4498,"option 1",false,"Lexicon"
4499,"option 4",true,"Standards specifications"
4500,"option 4",true,"Research overview"
4501,"option 1",true,"Research overview"
4502,"option 3",true,"Research publications"
4503,"option 4",true,"Standards specifications"
4504,"option 4",true,"Research publications"
4505,"option 4",true,"Research overview"
4506,"option 5",true,"Research publications"
4507,"option 1",true,"Lexicon"
4508,"option 4",true,"Research publications"
4509,"option 5",true,"Research publications"
4510,"option 1",true,"Research publications"
4511,"option 3",false,"Standards specifications"
4512,"option 3",false,"Standards specifications"
4513,"option 2",true,"Standards specifications"
4514,"option 1",false,"Research publications"
4515,"option 4",true,"Research publications"
4516,"option 3",true,"Research publications"
4517,"option 1",true,"Research overview"
4518,"option 3",true,"Standards overview"
4519,"option 2",false,"Standards specifications"
4520,"option 2",true,"Standards specifications"
4521,"option 3",true,"Research publications"
4522,"option 1",false,"Research publications"
4523,"option 4",true,"Standards overview"
4524,"option 1",false,"Standards specifications"
4525,"option 4",false,"Standards specifications"
4526,"option 1",false,"Standards specifications"
4527,"option 1",false,"Research overview"
4528,"option 1",false,"Standards specifications"
4529,"option 3",true,"Research overview"
4530,"option 1",true,"Standards specifications"
4531,"option 5",true,"Research publications"
4532,"option 4",true,"Research publications"
4533,"option 3",false,"Research overview"
4534,"option 1",true,"Research publications"
4535,"option 2",true,"Lexicon"
4536,"option 2",true,"Standards specifications"
4537,"option 3",false,"Research publications"
4538,"option 5",false,"Standards specifications"
4539,"option 3",false,"Standards specifications"
4540,"option 4",false,"Research publications"
4541,"option 3",false,"Research overview"
4542,"option 4",true,"Lexicon"
4543,"option 1",true,"Standards overview"
4544,"option 2",true,"Lexicon"
4545,"option 4",false,"Research publications"
4546,"option 2",true,"Standards overview"
4547,"option 1",true,"Standards overview"
4548,"option 2",false,"Standards specifications"
4549,"option 3",false,"Research publications"
4550,"option 5",true,"Research overview"
4551,"option 2",false,"Research overview"
4552,"option 1",false,"Research publications"
4553,"option 1",false,"Research publications"
4554,"option 3",true,"Research publications"
4555,"option 3",false,"Research overview"
4556,"option 2",false,"Research publications"
4557,"option 2",true,"Research publications"
4558,"option 2",false,"Standards overview"
4559,"option 2",false,"Research overview"
4560,"option 3",true,"Research publications"
4561,"option 2",false,"Standards specifications"
4562,"option 1",true,"Standards specifications"
4563,"option 4",true,"Standards specifications"
4564,"option 1",true,"Standards overview"
4565,"option 1",false,"Research publications"
4566,"option 4",true,"Research publications"
4567,"option 5",true,"Standards specifications"
4568,"option 2",true,"Standards specifications"
4569,"option 2",true,"Standards specifications"
4570,"option 2",true,"Research publications"
4571,"option 4",true,"Lexicon"
4572,"option 1",true,"Standards overview"
4573,"option 2",false,"Research publications"
4574,"option 1",true,"Research publications"
4575,"option 2",false,"Research overview"
4576,"option 1",false,"Standards specifications"
4577,"option 3",false,"Research overview"
4578,"option 4",false,"Research publications"
4579,"option 4",false,"Standards specifications"
4580,"option 1",true,"Research overview"
4581,"option 1",false,"Standards specifications"
4582,"option 3",false,"Research overview"
4583,"option 1",false,"Research overview"
4584,"option 2",false,"Research publications"
4585,"option 2",true,"Standards specifications"
4586,"option 3",false,"Research publications"
4587,"option 5",true,"Research publications"
4588,"option 2",true,"Standards specifications"
4589,"option 2",true,"Research publications"
4590,"option 4",false,"Standards specifications"
4591,"option 3",true,"Research overview"
4592,"option 5",true,"Research overview"
4593,"option 1",true,"Research publications"
4594,"option 4",true,"Lexicon"
4595,"option 1",true,"Standards specifications"
4596,"option 3",true,"Research publications"
4597,"option 2",false,"Research publications"
4598,"option 4",false,"Research publications"
4599,"option 1",false,"Research publications"
4600,"option 2",false,"Research publications"
4601,"option 4",false,"Research overview"
4602,"option 1",true,"Standards specifications"
4603,"option 2",true,"Research overview"
4604,"option 2",false,"Standards specifications"
4605,"option 3",true,"Research publications"
4606,"option 2",true,"Research overview"
4607,"option 3",true,"Research publications"
4608,"option 4",true,"Research overview"
4609,"option 5",true,"Research publications"
4610,"option 2",true,"Research publications"
4611,"option 2",true,"Research publications"
4612,"option 1",true,"Research overview"
4613,"option 3",true,"Standards specifications"
4614,"option 3",true,"Standards specifications"
4615,"option 4",true,"Lexicon"
4616,"option 1",false,"Standards overview"
4617,"option 3",true,"Lexicon"
4618,"option 1",false,"Standards specifications"
4619,"option 3",false,"Standards specifications"
4620,"option 4",true,"Standards specifications"
4621,"option 4",true,"Lexicon"
4622,"option 1",true,"Research publications"
4623,"option 5",true,"Research overview"
4624,"option 5",true,"Standards overview"
4625,"option 1",false,"Research publications"
4626,"option 5",true,"Research overview"
4627,"option 1",false,"Research publications"
4628,"option 2",true,"Research publications"
4629,"option 1",false,"Research publications"
4630,"option 1",true,"Research overview"
4631,"option 1",false,"Standards specifications"
4632,"option 2",false,"Standards specifications"
4633,"option 5",true,"Research publications"
4634,"option 3",true,"Lexicon"
4635,"option 4",false,"Research overview"
4636,"option 4",true,"Research overview"
4637,"option 4",true,"Research overview"
4638,"option 2",false,"Research publications"
4639,"option 5",false,"Lexicon"
4640,"option 5",true,"Standards specifications"
4641,"option 3",false,"Research overview"
4642,"option 1",true,"Standards overview"
4643,"option 3",true,"Standards specifications"
4644,"option 5",true,"Lexicon"
4645,"option 4",true,"Research publications"
4646,"option 2",false,"Standards specifications"
4647,"option 5",false,"Research overview"
4648,"option 1",false,"Research publications"
4649,"option 4",true,"Research publications"
4650,"option 5",true,"Standards specifications"
4651,"option 3",false,"Standards specifications"
4652,"option 2",false,"Standards specifications"
4653,"option 2",true,"Research publications"
4654,"option 3",true,"Research publications"
4655,"option 4",true,"Research publications"
4656,"option 1",false,"Research publications"
4657,"option 1",true,"Research publications"
4658,"option 1",true,"Research publications"
4659,"option 5",true,"Research publications"
4660,"option 4",true,"Research publications"
4661,"option 5",false,"Research overview"
4662,"option 1",false,"Research overview"
4663,"option 4",true,"Research publications"
4664,"option 1",true,"Research publications"
4665,"option 1",true,"Research publications"
4666,"option 2",true,"Standards specifications"
4667,"option 2",true,"Research publications"
4668,"option 3",true,"Lexicon"
4669,"option 4",true,"Standards specifications"
4670,"option 5",true,"Research overview"
4671,"option 3",true,"Research publications"
4672,"option 4",true,"Research publications"
4673,"option 4",true,"Research publications"
4674,"option 2",true,"Standards overview"
4675,"option 3",false,"Research publications"
4676,"option 3",true,"Lexicon"
4677,"option 3",false,"Standards specifications"
4678,"option 1",true,"Research publications"
4679,"option 4",true,"Research publications"
4680,"option 1",true,"Standards overview"
4681,"option 1",true,"Research publications"
4682,"option 1",false,"Standards overview"
4683,"option 1",true,"Standards overview"
4684,"option 5",false,"Research publications"
4685,"option 4",false,"Research publications"
4686,"option 1",true,"Research overview"
4687,"option 3",false,"Standards specifications"
4688,"option 1",false,"Standards specifications"
4689,"option 1",true,"Research publications"
4690,"option 3",false,"Research publications"
4691,"option 3",true,"Lexicon"
4692,"option 1",true,"Standards specifications"
4693,"option 4",false,"Research overview"
4694,"option 1",true,"Research publications"
4695,"option 5",true,"Lexicon"
4696,"option 1",true,"Lexicon"
4697,"option 4",true,"Research publications"
4698,"option 1",false,"Standards overview"
4699,"option 4",true,"Research overview"
4700,"option 4",true,"Research publications"
4701,"option 3",false,"Research publications"
4702,"option 3",false,"Research overview"
4703,"option 3",true,"Research publications"
4704,"option 1",true,"Standards specifications"
4705,"option 2",false,"Research overview"
4706,"option 4",true,"Standards overview"
4707,"option 5",false,"Research publications"
4708,"option 2",false,"Research publications"
4709,"option 1",false,"Standards specifications"
4710,"option 1",false,"Research publications"
4711,"option 3",true,"Research publications"
4712,"option 3",true,"Research overview"
4713,"option 5",true,"Standards specifications"
4714,"option 2",true,"Standards specifications"
4715,"option 3",true,"Research publications"
4716,"option 2",true,"Research overview"
4717,"option 2",true,"Research publications"
4718,"option 5",false,"Standards specifications"
4719,"option 5",true,"Research overview"
4720,"option 1",true,"Research publications"
4721,"option 2",true,"Research publications"
4722,"option 2",true,"Research publications"
4723,"option 3",true,"Research overview"
4724,"option 4",true,"Research overview"
4725,"option 5",true,"Standards specifications"
4726,"option 1",true,"Research publications"
4727,"option 3",true,"Research publications"
4728,"option 5",true,"Research publications"
4729,"option 1",true,"Research publications"
4730,"option 1",true,"Research publications"
4731,"option 3",false,"Research publications"
4732,"option 1",false,"Research overview"
4733,"option 1",true,"Research overview"
4734,"option 3",true,"Research overview"
4735,"option 2",false,"Research publications"
4736,"option 1",true,"Research publications"
4737,"option 4",true,"Standards specifications"
4738,"option 2",true,"Standards overview"
4739,"option 4",true,"Research overview"
4740,"option 1",true,"Standards specifications"
4741,"option 4",true,"Lexicon"
4742,"option 1",true,"Research publications"
4743,"option 3",true,"Research publications"
4744,"option 5",true,"Research publications"
4745,"option 3",false,"Research publications"
4746,"option 1",false,"Research publications"
4747,"option 2",true,"Research publications"
4748,"option 2",true,"Lexicon"
4749,"option 4",true,"Research publications"
4750,"option 1",false,"Research publications"
4751,"option 2",false,"Lexicon"
4752,"option 3",true,"Research publications"
4753,"option 4",true,"Research publications"
4754,"option 3",false,"Research overview"
4755,"option 4",false,"Standards specifications"
4756,"option 2",true,"Lexicon"
4757,"option 2",true,"Research publications"
4758,"option 4",false,"Research publications"
4759,"option 1",false,"Standards specifications"
4760,"option 4",true,"Research publications"
4761,"option 4",false,"Research overview"
4762,"option 1",false,"Standards specifications"
4763,"option 1",false,"Research publications"
4764,"option 5",true,"Research overview"
4765,"option 4",false,"Research publications"
4766,"option 2",false,"Research overview"
4767,"option 1",true,"Standards specifications"
4768,"option 3",true,"Research overview"
4769,"option 4",true,"Research overview"
4770,"option 1",true,"Standards specifications"
4771,"option 3",false,"Research overview"
4772,"option 1",false,"Standards overview"
4773,"option 1",true,"Research publications"
4774,"option 1",false,"Research publications"
4775,"option 1",false,"Research overview"
4776,"option 2",true,"Research overview"
4777,"option 2",true,"Research publications"
4778,"option 1",false,"Research publications"
4779,"option 2",false,"Research publications"
4780,"option 4",true,"Research publications"
4781,"option 2",true,"Research publications"
4782,"option 3",true,"Standards specifications"
4783,"option 4",false,"Research publications"
4784,"option 4",true,"Standards specifications"
4785,"option 1",true,"Standards specifications"
4786,"option 2",false,"Research publications"
4787,"option 4",true,"Standards overview"
4788,"option 1",true,"Research overview"
4789,"option 2",false,"Standards specifications"
4790,"option 1",true,"Research publications"
4791,"option 2",true,"Research publications"
4792,"option 4",true,"Research publications"
4793,"option 1",false,"Research publications"
4794,"option 4",true,"Lexicon"
4795,"option 3",false,"Research publications"
4796,"option 3",false,"Lexicon"
4797,"option 4",true,"Research publications"
4798,"option 3",true,"Research publications"
4799,"option 1",true,"Lexicon"
4800,"option 1",true,"Research publications"
4801,"option 1",true,"Research publications"
4802,"option 1",false,"Research publications"
4803,"option 4",false,"Standards specifications"
4804,"option 2",false,"Research overview"
4805,"option 1",true,"Research overview"
4806,"option 2",false,"Research publications"
4807,"option 1",true,"Research publications"
4808,"option 2",false,"Standards overview"
4809,"option 2",true,"Lexicon"
4810,"option 3",true,"Research publications"
4811,"option 1",true,"Research publications"
4812,"option 4",true,"Standards overview"
4813,"option 1",false,"Standards specifications"
4814,"option 4",true,"Research publications"
4815,"option 2",true,"Research publications"
4816,"option 1",false,"Research overview"
4817,"option 3",false,"Standards specifications"
4818,"option 1",false,"Research publications"
4819,"option 4",true,"Research publications"
4820,"option 4",true,"Research overview"
4821,"option 4",false,"Standards specifications"
4822,"option 1",true,"Lexicon"
4823,"option 1",true,"Standards overview"
4824,"option 4",true,"Research publications"
4825,"option 5",true,"Research publications"
4826,"option 3",true,"Research publications"
4827,"option 5",false,"Research publications"
4828,"option 1",true,"Research overview"
4829,"option 2",true,"Research publications"
4830,"option 2",true,"Research overview"
4831,"option 5",false,"Research overview"
4832,"option 4",true,"Research publications"
4833,"option 3",true,"Research publications"
4834,"option 1",true,"Standards overview"
4835,"option 1",false,"Research publications"
4836,"option 3",true,"Research overview"
4837,"option 5",true,"Standards specifications"
4838,"option 3",false,"Research publications"
4839,"option 1",true,"Research publications"
4840,"option 3",true,"Standards specifications"
4841,"option 4",true,"Research publications"
4842,"option 4",true,"Standards overview"
4843,"option 4",true,"Research publications"
4844,"option 1",true,"Research overview"
4845,"option 4",true,"Lexicon"
4846,"option 3",true,"Research publications"
4847,"option 2",true,"Research overview"
4848,"option 5",false,"Research publications"
4849,"option 3",true,"Lexicon"
4850,"option 3",true,"Standards specifications"
4851,"option 3",false,"Research publications"
4852,"option 5",false,"Research publications"
4853,"option 1",false,"Research publications"
4854,"option 4",false,"Research publications"
4855,"option 3",false,"Lexicon"
4856,"option 3",true,"Standards specifications"
4857,"option 5",false,"Standards overview"
4858,"option 4",true,"Research publications"
4859,"option 2",false,"Research publications"
4860,"option 1",false,"Standards specifications"
4861,"option 3",false,"Research overview"
4862,"option 3",false,"Research publications"
4863,"option 3",true,"Research publications"
4864,"option 5",true,"Standards specifications"
4865,"option 1",false,"Research publications"
4866,"option 4",true,"Research publications"
4867,"option 1",true,"Research publications"
4868,"option 5",true,"Standards specifications"
4869,"option 3",true,"Research publications"
4870,"option 5",true,"Standards overview"
4871,"option 5",true,"Standards specifications"
4872,"option 1",false,"Research publications"
4873,"option 2",false,"Standards specifications"
4874,"option 4",true,"Research overview"
4875,"option 4",false,"Research publications"
4876,"option 1",false,"Research publications"
4877,"option 4",true,"Research overview"
4878,"option 2",false,"Research overview"
4879,"option 1",false,"Research publications"
4880,"option 4",true,"Research publications"
4881,"option 4",false,"Standards overview"
4882,"option 3",false,"Research overview"
4883,"option 2",false,"Research publications"
4884,"option 2",true,"Research overview"
4885,"option 4",true,"Research publications"
4886,"option 1",false,"Research publications"
4887,"option 2",true,"Lexicon"
4888,"option 2",true,"Research publications"
4889,"option 1",false,"Research publications"
4890,"option 4",true,"Standards overview"
4891,"option 1",true,"Research publications"
4892,"option 3",true,"Research publications"
4893,"option 1",true,"Standards specifications"
4894,"option 3",true,"Standards specifications"
4895,"option 3",true,"Standards specifications"
4896,"option 2",false,"Research publications"
4897,"option 4",true,"Research publications"
4898,"option 1",true,"Research publications"
4899,"option 4",true,"Research overview"
4900,"option 5",true,"Research publications"
4901,"option 5",true,"Research overview"
4902,"option 1",false,"Research overview"
4903,"option 3",false,"Standards specifications"
4904,"option 5",true,"Research publications"
4905,"option 1",false,"Research publications"
4906,"option 4",true,"Standards specifications"
4907,"option 1",true,"Research publications"
4908,"option 2",true,"Standards specifications"
4909,"option 4",false,"Research publications"
4910,"option 2",true,"Research publications"
4911,"option 4",true,"Research overview"
4912,"option 1",false,"Standards overview"
4913,"option 2",false,"Research publications"
4914,"option 3",true,"Research overview"
4915,"option 5",true,"Research overview"
4916,"option 1",true,"Research publications"
4917,"option 2",true,"Research overview"
4918,"option 3",false,"Standards specifications"
4919,"option 3",true,"Research publications"
4920,"option 1",true,"Standards specifications"
4921,"option 1",true,"Standards specifications"
4922,"option 1",true,"Research publications"
4923,"option 3",true,"Research publications"
4924,"option 4",true,"Standards specifications"
4925,"option 1",true,"Research publications"
4926,"option 1",true,"Research publications"
4927,"option 3",true,"Research overview"
4928,"option 4",true,"Research publications"
4929,"option 1",true,"Research overview"
4930,"option 5",true,"Research publications"
4931,"option 3",false,"Standards specifications"
4932,"option 1",false,"Research publications"
4933,"option 3",false,"Standards specifications"
4934,"option 1",false,"Research overview"
4935,"option 5",true,"Research overview"
4936,"option 5",true,"Research overview"
4937,"option 2",true,"Lexicon"
4938,"option 1",false,"Research publications"
4939,"option 3",false,"Research overview"
4940,"option 1",false,"Research overview"
4941,"option 3",false,"Research overview"
4942,"option 1",false,"Research publications"
4943,"option 2",true,"Research publications"
4944,"option 5",true,"Research overview"
4945,"option 2",true,"Research publications"
4946,"option 2",false,"Standards specifications"
4947,"option 5",false,"Standards specifications"
4948,"option 3",true,"Research publications"
4949,"option 5",false,"Standards specifications"
4950,"option 4",true,"Research publications"
4951,"option 2",true,"Research publications"
4952,"option 1",false,"Standards overview"
4953,"option 4",false,"Research overview"
4954,"option 3",true,"Research overview"
4955,"option 5",true,"Standards specifications"
4956,"option 4",false,"Research publications"
4957,"option 1",true,"Standards specifications"
4958,"option 4",false,"Standards specifications"
4959,"option 1",true,"Standards specifications"
4960,"option 4",true,"Research publications"
4961,"option 4",true,"Research overview"
4962,"option 1",false,"Research overview"
4963,"option 3",false,"Standards specifications"
4964,"option 1",false,"Research publications"
4965,"option 1",true,"Research publications"
4966,"option 2",false,"Standards overview"
4967,"option 2",true,"Research publications"
4968,"option 3",true,"Research publications"
4969,"option 3",true,"Research publications"
4970,"option 5",true,"Standards specifications"
4971,"option 2",false,"Research publications"
4972,"option 1",true,"Standards specifications"
4973,"option 1",true,"Standards overview"
4974,"option 1",true,"Research publications"
4975,"option 5",true,"Research publications"
4976,"option 4",true,"Research publications"
4977,"option 2",false,"Standards specifications"
4978,"option 2",true,"Research overview"
4979,"option 4",true,"Research publications"
4980,"option 3",false,"Research publications"
4981,"option 4",false,"Standards specifications"
4982,"option 2",true,"Standards specifications"
4983,"option 1",false,"Research publications"
4984,"option 5",false,"Research publications"
4985,"option 1",true,"Research overview"
4986,"option 1",true,"Research publications"
4987,"option 2",true,"Research publications"
4988,"option 3",false,"Research publications"
4989,"option 2",false,"Research publications"
4990,"option 1",true,"Research overview"
4991,"option 1",true,"Standards specifications"
4992,"option 2",true,"Standards specifications"
4993,"option 1",false,"Research overview"
4994,"option 3",true,"Research publications"
4995,"option 1",true,"Standards overview"
4996,"option 1",true,"Research publications"
4997,"option 2",false,"Research publications"
4998,"option 4",true,"Standards specifications"
4999,"option 3",false,"Research publications"
5000,"option 2",true,"Research publications"
5001,"option 4",true,"Standards specifications"
5002,"option 5",true,"Research publications"
5003,"option 1",true,"Standards specifications"
5004,"option 4",true,"Research publications"
5005,"option 1",true,"Research publications"
5006,"option 2",false,"Research overview"
5007,"option 1",true,"Research publications"
5008,"option 2",false,"Standards specifications"
5009,"option 5",false,"Lexicon"
5010,"option 3",true,"Standards specifications"
5011,"option 4",true,"Standards overview"
5012,"option 2",true,"Research publications"
5013,"option 1",false,"Research overview"
5014,"option 5",false,"Research publications"
5015,"option 1",true,"Research publications"
5016,"option 1",true,"Research overview"
5017,"option 1",false,"Research publications"
5018,"option 1",false,"Research publications"
5019,"option 5",false,"Standards overview"
5020,"option 5",true,"Research publications"
5021,"option 3",true,"Research publications"
5022,"option 2",true,"Research publications"
5023,"option 4",false,"Research overview"
5024,"option 3",true,"Research overview"
5025,"option 2",false,"Research publications"
5026,"option 3",true,"Research publications"
5027,"option 1",true,"Research overview"
5028,"option 1",true,"Research overview"
5029,"option 5",true,"Standards specifications"
5030,"option 2",true,"Research publications"
5031,"option 5",true,"Research publications"
5032,"option 2",true,"Research publications"
5033,"option 1",true,"Research overview"
5034,"option 3",false,"Standards specifications"
5035,"option 2",false,"Research publications"
5036,"option 1",true,"Research overview"
5037,"option 4",false,"Research publications"
5038,"option 4",true,"Research publications"
5039,"option 3",true,"Standards specifications"
5040,"option 1",false,"Research overview"
5041,"option 1",false,"Research publications"
5042,"option 2",true,"Research publications"
5043,"option 4",true,"Research publications"
5044,"option 3",false,"Research overview"
5045,"option 2",false,"Research overview"
5046,"option 5",true,"Research publications"
5047,"option 3",true,"Research publications"
5048,"option 2",false,"Research publications"
5049,"option 2",true,"Research publications"
5050,"option 4",true,"Research overview"
5051,"option 1",true,"Research overview"
5052,"option 1",false,"Research publications"
5053,"option 4",true,"Research publications"
5054,"option 5",false,"Lexicon"
5055,"option 3",true,"Research publications"
5056,"option 2",true,"Standards specifications"
5057,"option 4",true,"Standards overview"
5058,"option 1",true,"Research overview"
5059,"option 2",false,"Standards overview"
5060,"option 3",false,"Standards overview"
5061,"option 2",true,"Research overview"
5062,"option 1",false,"Standards specifications"
5063,"option 4",false,"Lexicon"
5064,"option 2",true,"Research overview"
5065,"option 4",false,"Standards specifications"
5066,"option 4",true,"Standards overview"
5067,"option 5",false,"Standards specifications"
5068,"option 1",false,"Research publications"
5069,"option 3",true,"Research publications"
5070,"option 3",true,"Research publications"
5071,"option 3",false,"Research publications"
5072,"option 5",true,"Research publications"
5073,"option 2",true,"Standards overview"
5074,"option 1",false,"Research publications"
5075,"option 5",true,"Standards specifications"
5076,"option 1",true,"Standards specifications"
5077,"option 3",true,"Research publications"
5078,"option 2",false,"Research overview"
5079,"option 4",false,"Standards specifications"
5080,"option 3",true,"Research publications"
5081,"option 1",true,"Research overview"
5082,"option 1",true,"Research publications"
5083,"option 3",true,"Standards specifications"
5084,"option 5",true,"Standards specifications"
5085,"option 2",true,"Standards specifications"
5086,"option 2",true,"Research publications"
5087,"option 5",false,"Standards specifications"
5088,"option 2",true,"Research publications"
5089,"option 2",true,"Research publications"
5090,"option 3",true,"Lexicon"
5091,"option 1",false,"Standards specifications"
5092,"option 4",false,"Research publications"
5093,"option 1",true,"Research publications"
5094,"option 2",true,"Research publications"
5095,"option 5",true,"Research publications"
5096,"option 2",true,"Research overview"
5097,"option 1",true,"Research overview"
5098,"option 4",true,"Research overview"
5099,"option 1",true,"Standards overview"
5100,"option 3",true,"Research overview"
5101,"option 5",true,"Research publications"
5102,"option 3",true,"Research publications"
5103,"option 4",true,"Research publications"
5104,"option 1",false,"Research publications"
5105,"option 2",true,"Standards overview"
5106,"option 4",true,"Research overview"
5107,"option 4",true,"Research publications"
5108,"option 4",false,"Standards overview"
5109,"option 2",false,"Research publications"
5110,"option 3",true,"Research publications"
5111,"option 2",false,"Research publications"
5112,"option 1",true,"Standards specifications"
5113,"option 3",true,"Research publications"
5114,"option 3",true,"Standards overview"
5115,"option 4",false,"Standards specifications"
5116,"option 1",true,"Research publications"
5117,"option 1",false,"Standards specifications"
5118,"option 1",false,"Research overview"
5119,"option 1",true,"Standards specifications"
5120,"option 5",true,"Research publications"
5121,"option 3",true,"Lexicon"
5122,"option 1",false,"Research publications"
5123,"option 3",true,"Research overview"
5124,"option 2",true,"Research overview"
5125,"option 2",true,"Research overview"
5126,"option 4",false,"Research publications"
5127,"option 2",true,"Research overview"
5128,"option 4",true,"Standards specifications"
5129,"option 1",false,"Standards specifications"
5130,"option 2",true,"Research publications"
5131,"option 4",true,"Research overview"
5132,"option 1",true,"Standards specifications"
5133,"option 1",true,"Research publications"
5134,"option 3",false,"Standards specifications"
5135,"option 2",true,"Standards specifications"
5136,"option 3",false,"Research publications"
5137,"option 1",false,"Research publications"
5138,"option 5",true,"Research overview"
5139,"option 1",true,"Research publications"
5140,"option 3",true,"Research publications"
5141,"option 3",true,"Research publications"
5142,"option 1",true,"Research publications"
5143,"option 3",true,"Standards overview"
5144,"option 2",true,"Research publications"
5145,"option 1",false,"Standards specifications"
5146,"option 1",true,"Research publications"
5147,"option 3",true,"Research overview"
5148,"option 2",true,"Research publications"
5149,"option 4",true,"Research publications"
5150,"option 1",true,"Standards specifications"
5151,"option 3",true,"Standards specifications"
5152,"option 2",false,"Research publications"
5153,"option 4",true,"Research publications"
5154,"option 2",true,"Standards overview"
5155,"option 3",true,"Standards specifications"
5156,"option 1",true,"Standards overview"
5157,"option 2",true,"Research overview"
5158,"option 5",true,"Research publications"
5159,"option 2",false,"Standards overview"
5160,"option 4",true,"Research overview"
5161,"option 1",false,"Research publications"
5162,"option 1",true,"Standards specifications"
5163,"option 3",false,"Research publications"
5164,"option 2",true,"Research publications"
5165,"option 1",true,"Standards specifications"
5166,"option 4",true,"Research publications"
5167,"option 2",false,"Standards overview"
5168,"option 4",true,"Research overview"
5169,"option 2",true,"Research publications"
5170,"option 4",true,"Research overview"
5171,"option 2",true,"Research publications"
5172,"option 2",true,"Research publications"
5173,"option 2",true,"Research publications"
5174,"option 2",true,"Standards specifications"
5175,"option 5",true,"Research publications"
5176,"option 4",false,"Research publications"
5177,"option 3",true,"Lexicon"
5178,"option 1",true,"Research overview"
5179,"option 3",true,"Standards specifications"
5180,"option 4",true,"Lexicon"
5181,"option 2",true,"Standards overview"
5182,"option 4",true,"Research publications"
5183,"option 1",false,"Standards specifications"
5184,"option 5",true,"Research overview"
5185,"option 4",true,"Lexicon"
5186,"option 5",true,"Research overview"
5187,"option 1",true,"Research overview"
5188,"option 5",true,"Research overview"
5189,"option 2",false,"Research overview"
5190,"option 1",true,"Research overview"
5191,"option 5",true,"Research publications"
5192,"option 2",true,"Research publications"
5193,"option 3",true,"Research overview"
5194,"option 1",true,"Research publications"
5195,"option 5",true,"Standards overview"
5196,"option 4",true,"Lexicon"
5197,"option 1",false,"Standards specifications"
5198,"option 1",false,"Standards overview"
5199,"option 3",false,"Lexicon"
5200,"option 4",false,"Research publications"
5201,"option 2",true,"Research overview"
5202,"option 5",true,"Research overview"
5203,"option 2",true,"Research overview"
5204,"option 3",true,"Standards specifications"
5205,"option 4",true,"Research publications"
5206,"option 3",true,"Research publications"
5207,"option 4",true,"Research overview"
5208,"option 1",false,"Research publications"
5209,"option 1",false,"Research publications"
5210,"option 3",true,"Standards specifications"
5211,"option 5",true,"Standards overview"
5212,"option 2",true,"Research publications"
5213,"option 5",true,"Research overview"
5214,"option 3",true,"Standards specifications"
5215,"option 2",true,"Research publications"
5216,"option 3",true,"Research overview"
5217,"option 3",true,"Research overview"
5218,"option 1",false,"Research publications"
5219,"option 1",false,"Standards specifications"
5220,"option 1",true,"Research publications"
5221,"option 4",false,"Standards overview"
5222,"option 3",true,"Research publications"
5223,"option 3",true,"Standards overview"
5224,"option 2",true,"Research publications"
5225,"option 1",false,"Research publications"
5226,"option 1",true,"Research publications"
5227,"option 4",true,"Research publications"
5228,"option 3",true,"Standards specifications"
5229,"option 3",true,"Research overview"
5230,"option 1",true,"Research publications"
5231,"option 1",false,"Standards specifications"
5232,"option 2",false,"Standards specifications"
5233,"option 4",false,"Research publications"
5234,"option 1",true,"Research overview"
5235,"option 4",true,"Research publications"
5236,"option 4",true,"Research publications"
5237,"option 1",true,"Research overview"
5238,"option 4",true,"Lexicon"
5239,"option 3",true,"Research overview"
5240,"option 4",true,"Research publications"
5241,"option 3",false,"Research publications"
5242,"option 4",true,"Lexicon"
5243,"option 3",true,"Research publications"
5244,"option 3",true,"Standards specifications"
5245,"option 3",false,"Standards specifications"
5246,"option 1",true,"Standards specifications"
5247,"option 5",false,"Standards specifications"
5248,"option 3",true,"Standards overview"
5249,"option 2",false,"Research publications"
5250,"option 3",true,"Research publications"
5251,"option 4",true,"Research publications"
5252,"option 2",false,"Standards overview"
5253,"option 4",false,"Research overview"
5254,"option 2",true,"Research publications"
5255,"option 2",false,"Standards specifications"
5256,"option 2",false,"Research overview"
5257,"option 4",true,"Research publications"
5258,"option 4",false,"Research overview"
5259,"option 4",true,"Standards specifications"
5260,"option 2",false,"Research publications"
5261,"option 4",false,"Research publications"
5262,"option 3",false,"Standards specifications"
5263,"option 3",true,"Standards specifications"
5264,"option 3",true,"Standards specifications"
5265,"option 2",true,"Research overview"
5266,"option 1",false,"Research publications"
5267,"option 2",true,"Lexicon"
5268,"option 5",false,"Standards overview"
5269,"option 4",true,"Standards specifications"
5270,"option 1",true,"Research publications"
5271,"option 2",true,"Research publications"
5272,"option 2",true,"Standards overview"
5273,"option 1",false,"Research publications"
5274,"option 4",false,"Research publications"
5275,"option 2",false,"Standards specifications"
5276,"option 4",false,"Research publications"
5277,"option 4",true,"Research publications"
5278,"option 2",true,"Research overview"
5279,"option 2",true,"Research publications"
5280,"option 2",true,"Lexicon"
5281,"option 5",false,"Research publications"
5282,"option 1",false,"Standards specifications"
5283,"option 1",true,"Research publications"
5284,"option 4",true,"Research overview"
5285,"option 1",true,"Standards overview"
5286,"option 5",true,"Research publications"
